trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH4369,P369,27,M,163.6,67.2,gym_floor,basketball_shoes,0,12.67,Average,1704210840000,-1.78,-0.37,9.88,0.614,0.054,0.092,3.24,3.06,3.22,3.15,2.77,3.16,180.0,3.4,675.0,0.13,1.75,1.1,199.0,0.07,7.6,8.9,8.9,67.0,135.0,13.0,forefoot,362.0,61.0,133.0,103.0
SH4370,P370,33,F,152.5,77.6,synthetic_track,cross_trainers,0,16.0,Below Average,1704210870000,-1.67,0.2,9.59,-0.514,0.242,-1.112,3.87,4.3,3.83,4.0,2.36,2.5,151.0,4.4,667.0,0.37,1.71,1.35,294.0,0.06,9.8,6.9,9.2,78.0,131.0,15.0,forefoot,387.0,74.0,138.0,108.0
SH4371,P371,15,F,166.5,64.7,grass,turf_shoes,0,14.82,Below Average,1704210900000,-2.49,1.49,9.66,0.305,0.489,-0.215,4.13,3.74,3.97,2.98,3.11,2.7,129.0,4.4,520.0,0.57,1.52,0.86,193.0,0.16,9.9,9.5,9.8,77.0,115.0,18.0,forefoot,109.0,78.0,148.0,131.0
SH4372,P372,30,M,175.6,55.5,concrete,spikes,1,11.78,Good,1704210930000,-1.64,0.67,9.49,-0.335,0.248,-0.057,2.74,2.76,3.0,3.28,3.21,3.4,169.0,4.0,392.0,0.34,1.68,1.32,179.0,0.15,6.2,8.2,7.2,90.0,132.0,10.0,midfoot,323.0,61.0,131.0,116.0
SH4373,P373,20,F,150.3,54.9,grass,basketball_shoes,0,16.0,Below Average,1704210960000,-2.26,-0.55,9.42,0.464,-0.1,-0.92,4.47,3.99,3.91,3.63,2.05,2.5,178.0,4.2,588.0,0.22,1.86,1.32,200.0,0.36,9.4,9.3,7.2,69.0,105.0,9.0,midfoot,269.0,74.0,126.0,97.0
SH4374,P374,19,F,163.2,61.8,concrete,running_shoes,0,13.94,Below Average,1704210990000,-2.48,0.47,8.97,-0.577,0.065,-0.26,3.66,3.63,3.52,3.13,2.88,2.87,132.0,3.4,581.0,0.15,1.33,0.85,157.0,0.21,8.1,8.8,6.6,94.0,116.0,22.0,forefoot,378.0,69.0,121.0,95.0
SH4375,P375,34,F,166.2,64.2,rubberized_floor,running_shoes,0,14.01,Below Average,1704211020000,-1.76,-0.69,10.36,-0.459,0.126,-0.576,3.28,3.29,3.72,3.72,3.24,2.86,141.0,4.1,622.0,0.21,1.53,1.39,166.0,0.35,6.4,6.9,8.9,61.0,110.0,14.0,forefoot,293.0,79.0,143.0,124.0
SH4376,P376,19,F,159.1,61.4,grass,basketball_shoes,0,16.0,Below Average,1704211050000,-2.46,-1.21,9.88,-0.324,-0.223,-0.298,3.69,4.26,3.95,4.09,2.8,2.5,159.0,3.2,560.0,0.15,1.8,1.25,159.0,0.33,8.6,7.8,9.4,70.0,134.0,11.0,forefoot,191.0,66.0,133.0,115.0
SH4377,P377,26,M,181.8,51.0,concrete,running_shoes,0,11.7,Good,1704211080000,-1.84,-1.17,9.98,-0.694,0.466,0.504,3.25,2.85,2.86,2.73,3.81,3.42,160.0,3.2,627.0,0.4,1.81,1.32,174.0,0.24,7.8,6.2,7.4,84.0,104.0,22.0,midfoot,193.0,61.0,116.0,87.0
SH4378,P378,18,M,162.6,72.9,grass,spikes,0,13.82,Below Average,1704211110000,-1.06,-0.78,8.65,-0.593,0.4,-0.901,3.78,3.23,3.59,3.23,2.87,2.9,191.0,3.6,377.0,0.15,1.28,1.37,159.0,0.22,8.5,6.3,8.5,91.0,111.0,14.0,forefoot,205.0,78.0,130.0,108.0
SH4379,P379,17,M,171.7,71.0,concrete,spikes,0,11.86,Good,1704211140000,1.86,-0.83,9.46,0.781,-0.021,0.024,3.0,3.19,2.95,2.72,2.8,3.37,195.0,3.7,587.0,0.33,1.25,1.32,204.0,0.13,9.6,6.0,6.2,72.0,92.0,21.0,forefoot,359.0,64.0,126.0,99.0
SH4380,P380,24,F,169.4,62.8,grass,turf_shoes,0,13.46,Average,1704211170000,0.14,-1.18,9.38,0.536,0.448,-1.022,3.65,3.39,3.28,3.14,2.63,2.97,164.0,4.2,447.0,0.34,1.4,0.96,215.0,0.24,6.8,8.1,7.7,81.0,90.0,15.0,forefoot,343.0,64.0,143.0,110.0
SH4381,P381,31,F,153.1,65.2,gym_floor,cross_trainers,0,15.13,Below Average,1704211200000,0.05,0.72,8.56,0.024,0.256,-0.16,4.11,3.92,3.56,3.55,2.6,2.64,165.0,3.1,636.0,0.47,1.48,0.95,232.0,0.18,9.7,9.7,7.1,65.0,103.0,20.0,forefoot,188.0,63.0,107.0,90.0
SH4382,P382,16,M,174.1,90.7,rubberized_floor,spikes,0,12.29,Good,1704211230000,-0.3,-0.71,9.97,-0.284,-0.447,-1.097,3.32,3.02,3.2,2.75,3.73,3.26,145.0,4.2,421.0,0.31,1.5,1.09,174.0,0.08,8.0,9.8,8.0,79.0,131.0,13.0,midfoot,196.0,71.0,143.0,121.0
SH4383,P383,29,F,158.1,55.8,synthetic_track,spikes,0,12.87,Average,1704211260000,0.61,-0.53,9.16,0.332,0.18,1.168,3.39,3.08,3.23,3.18,2.53,3.11,164.0,4.2,566.0,0.47,1.85,0.8,187.0,0.05,7.7,6.3,8.6,62.0,90.0,14.0,forefoot,264.0,76.0,130.0,110.0
SH4384,P384,29,M,177.8,64.7,rubberized_floor,running_shoes,0,12.18,Good,1704211290000,2.12,-0.42,9.67,0.413,0.114,1.18,3.27,2.96,2.95,2.99,3.1,3.29,152.0,4.5,387.0,0.18,1.76,0.89,219.0,0.34,8.0,8.1,9.4,70.0,92.0,23.0,forefoot,325.0,62.0,113.0,96.0
SH4385,P385,30,F,172.1,52.8,rubberized_floor,spikes,0,12.32,Good,1704211320000,0.11,-0.11,9.99,-0.689,0.242,-0.711,3.37,3.07,3.13,2.75,3.45,3.25,140.0,3.8,527.0,0.12,1.38,0.89,274.0,0.24,6.8,6.4,7.2,80.0,107.0,20.0,heel,321.0,64.0,107.0,91.0
SH4386,P386,28,F,167.3,55.1,synthetic_track,running_shoes,0,13.56,Below Average,1704211350000,-2.08,1.24,9.3,0.533,-0.243,-0.61,3.38,3.28,3.14,3.76,3.51,2.95,134.0,3.2,525.0,0.35,1.38,0.87,266.0,0.38,6.1,6.8,9.1,82.0,98.0,17.0,forefoot,132.0,63.0,132.0,97.0
SH4387,P387,31,M,184.9,84.2,concrete,spikes,0,12.3,Good,1704211380000,1.03,0.94,9.53,-0.571,0.253,-0.66,3.11,2.95,2.97,3.27,3.79,3.25,162.0,3.6,457.0,0.51,1.24,1.28,248.0,0.09,9.7,9.1,9.5,83.0,94.0,19.0,midfoot,159.0,77.0,155.0,138.0
SH4388,P388,19,M,179.9,78.3,grass,cross_trainers,0,13.86,Below Average,1704211410000,-2.17,0.36,9.4,-0.737,0.23,1.188,3.16,3.24,3.69,3.77,3.16,2.89,195.0,3.3,691.0,0.52,1.97,0.96,287.0,0.28,6.7,7.1,8.5,67.0,100.0,17.0,forefoot,313.0,75.0,136.0,109.0
SH4389,P389,23,F,155.8,47.9,grass,turf_shoes,0,13.97,Below Average,1704211440000,-0.7,-0.76,8.6,0.07,-0.423,0.539,3.86,3.75,3.66,2.7,2.97,2.86,172.0,3.6,567.0,0.58,1.55,1.3,280.0,0.09,9.8,9.0,6.5,92.0,138.0,20.0,midfoot,122.0,65.0,132.0,100.0
SH4390,P390,16,M,164.8,69.4,synthetic_track,cross_trainers,0,12.38,Good,1704211470000,-0.96,-0.4,9.33,0.138,0.216,-1.102,2.99,2.93,3.26,3.2,3.46,3.23,143.0,3.3,703.0,0.58,1.92,1.03,214.0,0.14,9.4,6.7,9.6,89.0,95.0,13.0,forefoot,258.0,67.0,131.0,112.0
SH4391,P391,31,F,156.4,45.3,grass,basketball_shoes,0,16.0,Below Average,1704211500000,-0.52,0.13,10.41,-0.503,-0.335,0.212,3.84,3.85,4.06,4.25,2.96,2.5,125.0,3.0,564.0,0.47,1.25,1.25,266.0,0.21,7.2,9.2,8.5,90.0,98.0,13.0,forefoot,162.0,67.0,139.0,122.0
SH4392,P392,19,M,172.7,49.0,gym_floor,running_shoes,0,11.57,Good,1704211530000,0.46,1.5,10.12,-0.458,0.426,-0.375,2.87,2.95,2.77,2.98,3.67,3.46,147.0,4.4,596.0,0.51,1.66,1.14,197.0,0.28,9.0,9.0,6.7,86.0,83.0,20.0,forefoot,186.0,79.0,136.0,112.0
SH4393,P393,21,F,165.8,73.5,gym_floor,running_shoes,0,14.47,Below Average,1704211560000,0.22,-1.11,9.99,0.172,-0.437,-0.854,3.37,3.86,3.69,3.54,2.36,2.76,156.0,3.4,422.0,0.36,1.37,1.12,255.0,0.17,9.1,8.5,7.2,68.0,101.0,16.0,midfoot,396.0,80.0,148.0,132.0
SH4394,P394,25,M,161.7,54.0,gym_floor,cross_trainers,1,11.63,Very Good,1704211590000,0.18,-0.52,10.07,-0.739,-0.106,0.529,3.18,2.97,2.92,2.55,4.1,3.44,196.0,4.0,661.0,0.55,1.56,1.07,284.0,0.08,9.9,9.4,8.2,74.0,100.0,23.0,forefoot,240.0,62.0,126.0,102.0
SH4395,P395,15,M,177.7,65.6,rubberized_floor,spikes,0,11.1,Very Good,1704211620000,0.03,0.39,9.2,0.046,-0.155,-0.96,2.93,2.76,2.58,2.83,3.0,3.6,153.0,3.1,399.0,0.21,1.73,1.28,167.0,0.39,9.3,6.6,8.8,74.0,82.0,10.0,midfoot,202.0,60.0,125.0,91.0
SH4396,P396,24,F,163.0,45.8,concrete,cross_trainers,0,13.27,Average,1704211650000,1.51,-0.51,8.93,-0.18,0.29,-0.586,3.35,3.15,3.39,3.38,3.06,3.01,179.0,4.1,623.0,0.21,1.5,0.86,173.0,0.39,8.0,7.3,8.2,73.0,111.0,25.0,forefoot,211.0,76.0,119.0,99.0
SH4397,P397,34,M,196.9,66.0,synthetic_track,spikes,0,11.37,Very Good,1704211680000,1.1,-0.34,10.44,0.529,-0.029,-0.379,2.73,2.64,2.97,3.04,2.82,3.52,145.0,4.1,418.0,0.57,1.59,1.27,153.0,0.2,9.8,8.2,7.1,65.0,131.0,21.0,midfoot,128.0,73.0,125.0,101.0
SH4398,P398,33,M,180.6,76.9,synthetic_track,basketball_shoes,0,12.78,Average,1704211710000,-2.24,0.36,9.68,0.149,-0.224,0.532,3.53,3.0,3.39,2.86,3.57,3.13,190.0,3.7,583.0,0.3,1.54,1.16,155.0,0.16,8.4,9.2,7.5,84.0,132.0,13.0,midfoot,230.0,62.0,105.0,87.0
SH4399,P399,15,M,181.4,75.8,rubberized_floor,running_shoes,0,11.93,Good,1704211740000,1.98,0.44,9.18,0.186,-0.171,-0.826,2.65,2.99,2.91,3.38,2.68,3.35,195.0,4.5,656.0,0.22,1.37,0.89,196.0,0.19,9.6,7.8,6.9,94.0,134.0,16.0,midfoot,172.0,71.0,142.0,123.0
SH4400,P400,19,M,172.4,45.0,gym_floor,turf_shoes,0,11.0,Very Good,1704211770000,1.38,1.08,8.77,0.479,0.147,1.197,2.55,2.9,2.63,2.93,3.44,3.64,148.0,3.6,582.0,0.39,1.86,0.9,213.0,0.31,6.5,9.8,9.1,65.0,85.0,15.0,midfoot,168.0,62.0,125.0,91.0
SH4401,P401,29,F,164.0,45.0,rubberized_floor,running_shoes,0,13.25,Average,1704211800000,-0.82,0.49,9.4,0.674,-0.355,-0.281,2.94,3.36,3.52,3.43,2.45,3.02,141.0,3.5,464.0,0.44,1.82,1.35,188.0,0.12,7.3,7.3,8.3,72.0,92.0,11.0,midfoot,347.0,80.0,133.0,101.0
SH4402,P402,32,F,171.0,58.0,grass,spikes,0,14.38,Below Average,1704211830000,-1.95,-0.74,8.86,-0.083,-0.076,-0.177,3.46,3.7,3.75,3.47,2.47,2.78,145.0,3.7,632.0,0.11,1.37,1.12,247.0,0.24,6.9,7.0,7.4,64.0,108.0,11.0,forefoot,369.0,70.0,150.0,128.0
SH4403,P403,17,F,163.4,56.2,concrete,basketball_shoes,0,14.3,Below Average,1704211860000,-0.41,1.34,10.34,0.246,0.365,-0.658,3.64,3.54,3.32,3.81,2.77,2.8,165.0,3.3,580.0,0.4,1.7,1.24,207.0,0.2,7.9,9.3,7.6,91.0,124.0,19.0,midfoot,328.0,73.0,131.0,112.0
SH4404,P404,16,M,164.4,72.3,synthetic_track,spikes,0,11.85,Good,1704211890000,-1.28,1.16,9.96,0.174,-0.076,-0.048,3.3,2.95,3.08,2.52,3.35,3.37,166.0,4.3,514.0,0.26,1.43,0.83,202.0,0.12,7.9,9.0,7.0,64.0,133.0,18.0,midfoot,107.0,60.0,123.0,98.0
SH4405,P405,33,F,154.5,45.0,gym_floor,cross_trainers,0,14.23,Below Average,1704211920000,2.19,-1.47,9.98,0.608,0.359,1.003,3.74,3.7,3.43,3.35,2.45,2.81,174.0,4.3,486.0,0.14,1.88,1.29,277.0,0.34,8.0,8.8,6.8,91.0,81.0,22.0,forefoot,169.0,61.0,106.0,79.0
SH4406,P406,18,M,170.3,74.5,concrete,running_shoes,0,12.69,Average,1704211950000,-0.9,-0.14,10.21,-0.158,0.028,-1.123,3.34,3.3,3.18,2.86,2.98,3.15,161.0,3.9,477.0,0.45,1.31,1.08,212.0,0.09,8.9,7.0,8.1,88.0,86.0,17.0,forefoot,190.0,60.0,138.0,117.0
SH4407,P407,31,M,174.9,75.3,grass,running_shoes,0,14.4,Below Average,1704211980000,-2.3,0.46,8.71,0.062,0.15,0.142,3.6,3.79,3.86,3.16,2.83,2.78,195.0,4.3,531.0,0.31,1.36,0.9,269.0,0.39,9.1,9.8,9.0,93.0,87.0,23.0,heel,132.0,78.0,146.0,116.0
SH4408,P408,32,F,162.7,57.0,grass,basketball_shoes,0,16.0,Below Average,1704212010000,1.24,0.69,10.03,0.019,0.026,0.876,3.56,3.91,4.15,4.38,2.22,2.5,150.0,4.2,605.0,0.35,1.32,1.18,277.0,0.2,7.3,6.6,8.5,71.0,137.0,20.0,forefoot,190.0,63.0,121.0,100.0
SH4409,P409,33,F,158.3,50.0,gym_floor,running_shoes,0,14.04,Below Average,1704212040000,1.95,0.28,8.67,0.44,-0.33,-0.543,3.53,3.6,3.39,3.52,2.51,2.85,179.0,3.2,673.0,0.13,1.47,1.37,298.0,0.05,7.9,6.3,8.8,77.0,128.0,16.0,forefoot,162.0,63.0,107.0,76.0
SH4410,P410,23,M,174.2,64.5,synthetic_track,basketball_shoes,0,10.85,Very Good,1704212070000,1.73,-0.31,8.65,-0.131,0.072,-1.165,2.45,2.69,2.67,3.03,3.81,3.69,179.0,4.4,439.0,0.15,1.95,1.24,298.0,0.32,7.1,9.6,6.2,72.0,121.0,25.0,forefoot,233.0,77.0,135.0,117.0
SH4411,P411,22,F,152.8,70.9,concrete,turf_shoes,1,15.71,Below Average,1704212100000,1.25,1.31,10.0,-0.318,0.338,0.097,4.32,3.95,4.09,3.35,2.76,2.55,176.0,3.4,644.0,0.25,1.89,0.99,282.0,0.14,6.9,6.2,7.6,95.0,82.0,12.0,forefoot,339.0,71.0,113.0,90.0
SH4412,P412,25,F,161.7,80.0,rubberized_floor,spikes,0,14.34,Below Average,1704212130000,2.48,-0.85,10.39,-0.064,-0.443,0.846,3.29,3.79,3.57,3.68,2.33,2.79,150.0,4.2,388.0,0.31,1.31,0.86,281.0,0.1,7.3,8.9,8.4,77.0,130.0,20.0,forefoot,182.0,68.0,109.0,91.0
SH4413,P413,24,F,171.6,49.8,concrete,turf_shoes,0,13.09,Average,1704212160000,-0.77,-0.74,9.49,-0.022,-0.188,0.934,3.41,3.22,3.23,3.23,3.58,3.05,173.0,3.8,571.0,0.57,1.78,1.13,217.0,0.34,8.8,7.3,7.9,71.0,113.0,15.0,heel,356.0,79.0,136.0,113.0
SH4414,P414,16,M,171.8,59.0,synthetic_track,spikes,0,10.48,Excellent,1704212190000,-0.28,-1.0,10.49,-0.521,0.252,0.801,2.67,2.63,2.48,2.71,4.52,3.82,199.0,3.3,547.0,0.13,1.2,1.25,183.0,0.34,6.2,6.9,8.1,77.0,133.0,23.0,forefoot,165.0,67.0,143.0,111.0
SH4415,P415,15,M,174.6,50.7,rubberized_floor,running_shoes,0,11.46,Very Good,1704212220000,1.01,-1.21,9.56,-0.167,-0.438,0.809,2.61,2.83,3.07,2.96,3.19,3.49,151.0,3.8,610.0,0.1,1.28,0.96,243.0,0.36,7.0,8.2,6.8,89.0,123.0,10.0,forefoot,200.0,73.0,125.0,110.0
SH4416,P416,19,M,183.8,73.8,gym_floor,spikes,0,10.75,Very Good,1704212250000,0.98,-0.5,9.79,0.348,-0.341,0.817,2.48,2.9,2.74,2.63,4.08,3.72,188.0,3.2,529.0,0.41,1.79,0.97,238.0,0.32,6.6,9.0,7.1,64.0,112.0,21.0,forefoot,118.0,67.0,140.0,121.0
SH4417,P417,24,M,177.2,50.0,gym_floor,turf_shoes,0,10.69,Very Good,1704212280000,-1.06,-0.67,9.64,0.068,-0.13,0.937,2.54,2.73,2.81,2.61,4.13,3.74,199.0,4.1,599.0,0.13,1.36,1.18,262.0,0.21,6.7,8.2,8.9,63.0,104.0,12.0,midfoot,378.0,78.0,137.0,115.0
SH4418,P418,31,F,165.3,56.6,rubberized_floor,running_shoes,0,14.1,Below Average,1704212310000,1.23,-0.53,10.31,0.695,-0.282,0.088,3.37,3.52,3.25,3.95,3.05,2.84,139.0,3.8,487.0,0.27,1.9,1.12,221.0,0.14,9.0,8.5,9.9,64.0,137.0,9.0,forefoot,117.0,70.0,114.0,95.0
SH4419,P419,25,M,173.3,71.4,concrete,cross_trainers,0,12.18,Good,1704212340000,1.67,0.14,8.54,0.722,-0.295,0.692,2.8,2.8,2.83,3.75,3.03,3.28,176.0,4.4,549.0,0.28,1.5,1.02,202.0,0.13,8.9,9.4,6.9,86.0,98.0,14.0,heel,276.0,69.0,120.0,97.0
SH4420,P420,26,M,176.6,63.6,concrete,basketball_shoes,0,12.11,Good,1704212370000,1.99,1.26,10.3,-0.152,0.084,0.24,3.09,2.83,3.0,3.19,3.31,3.3,166.0,3.8,607.0,0.28,1.86,1.11,188.0,0.33,9.6,9.8,7.7,91.0,89.0,17.0,forefoot,177.0,77.0,141.0,117.0
SH4421,P421,22,F,157.5,56.4,concrete,running_shoes,1,14.12,Below Average,1704212400000,-0.67,0.65,9.7,-0.178,-0.274,-0.321,3.73,3.45,3.57,3.37,2.94,2.83,175.0,3.6,619.0,0.41,1.29,1.21,165.0,0.21,8.0,8.5,6.2,68.0,120.0,12.0,forefoot,314.0,62.0,108.0,91.0
SH4422,P422,17,M,175.3,60.7,rubberized_floor,running_shoes,0,11.48,Very Good,1704212430000,0.62,1.31,9.09,-0.74,0.14,-0.399,2.98,2.98,2.77,2.75,3.52,3.48,186.0,3.8,502.0,0.27,1.38,0.96,259.0,0.36,7.1,7.5,9.3,65.0,117.0,14.0,midfoot,196.0,76.0,154.0,122.0
SH4423,P423,32,M,176.8,77.5,rubberized_floor,basketball_shoes,0,12.54,Average,1704212460000,-1.8,-0.97,8.79,-0.275,0.044,0.756,3.31,3.05,2.96,3.22,2.89,3.19,191.0,4.0,410.0,0.24,1.94,1.37,253.0,0.15,6.9,9.5,7.0,89.0,93.0,8.0,forefoot,238.0,64.0,120.0,101.0
SH4424,P424,18,F,154.7,61.0,synthetic_track,cross_trainers,0,13.65,Below Average,1704212490000,-2.09,-0.03,10.23,-0.18,0.482,-0.766,3.77,3.52,3.58,2.78,2.4,2.93,139.0,3.4,511.0,0.33,1.22,1.08,186.0,0.24,9.0,7.5,8.6,78.0,108.0,19.0,midfoot,358.0,61.0,103.0,86.0
SH4425,P425,25,F,174.5,69.4,rubberized_floor,running_shoes,0,13.75,Below Average,1704212520000,-0.75,0.65,9.84,-0.542,-0.012,0.759,3.55,3.69,3.48,3.03,2.89,2.91,131.0,4.5,603.0,0.22,1.43,1.04,294.0,0.31,9.1,6.0,9.4,60.0,137.0,8.0,midfoot,100.0,66.0,136.0,102.0
SH4426,P426,27,M,180.0,100.0,synthetic_track,running_shoes,0,13.22,Average,1704212550000,-0.46,-0.49,8.87,-0.222,0.388,-0.992,3.54,3.26,3.46,2.96,3.59,3.03,190.0,3.4,517.0,0.12,1.93,0.93,246.0,0.24,8.0,6.9,7.4,93.0,103.0,16.0,forefoot,186.0,75.0,143.0,125.0
SH4427,P427,20,M,174.7,73.8,synthetic_track,basketball_shoes,0,12.27,Good,1704212580000,0.52,-0.14,10.11,0.192,0.468,0.793,2.87,2.96,2.92,3.52,3.32,3.26,175.0,4.4,586.0,0.58,1.35,0.93,195.0,0.3,7.9,8.4,8.0,66.0,85.0,12.0,midfoot,161.0,69.0,119.0,86.0
SH4428,P428,15,M,167.5,64.2,synthetic_track,cross_trainers,0,11.94,Good,1704212610000,1.55,1.43,9.68,-0.45,-0.151,0.052,3.28,3.05,3.13,2.49,3.47,3.35,181.0,4.4,474.0,0.11,1.56,0.88,167.0,0.13,8.0,9.6,7.6,78.0,119.0,8.0,forefoot,294.0,73.0,137.0,122.0
SH4429,P429,31,M,179.1,78.1,concrete,running_shoes,1,13.37,Average,1704212640000,0.55,0.73,9.96,0.092,0.019,1.033,3.22,3.59,3.46,3.1,2.99,2.99,167.0,4.3,445.0,0.31,1.77,1.36,227.0,0.26,6.1,9.5,7.2,74.0,107.0,13.0,midfoot,160.0,71.0,128.0,102.0
SH4430,P430,20,M,162.4,45.0,gym_floor,spikes,0,10.84,Very Good,1704212670000,0.43,-0.55,9.18,0.015,-0.074,0.749,2.49,2.58,2.53,3.24,3.98,3.69,140.0,3.9,422.0,0.19,1.99,1.01,215.0,0.06,6.7,6.9,8.6,63.0,100.0,10.0,forefoot,367.0,73.0,128.0,93.0
SH4431,P431,28,M,193.4,78.9,grass,running_shoes,0,12.81,Average,1704212700000,0.3,-1.17,8.64,-0.328,-0.225,0.69,3.05,2.97,3.37,3.43,2.58,3.12,178.0,4.3,568.0,0.13,1.36,1.34,260.0,0.33,9.4,7.8,9.5,68.0,96.0,21.0,midfoot,336.0,64.0,141.0,106.0
SH4432,P432,23,F,166.5,50.9,synthetic_track,turf_shoes,0,12.29,Good,1704212730000,-1.46,-0.77,8.59,-0.301,0.31,-0.688,2.97,2.94,2.95,3.44,2.91,3.25,139.0,3.3,638.0,0.16,1.32,0.94,172.0,0.19,9.1,6.6,7.8,65.0,99.0,10.0,midfoot,114.0,78.0,148.0,123.0
SH4433,P433,28,F,159.6,55.9,gym_floor,basketball_shoes,0,14.03,Below Average,1704212760000,-0.34,-0.01,9.33,-0.074,-0.315,0.422,3.23,3.6,3.34,3.86,2.58,2.85,174.0,4.1,581.0,0.13,1.42,0.98,300.0,0.25,9.5,9.3,9.5,62.0,112.0,17.0,forefoot,103.0,63.0,111.0,78.0
SH4434,P434,16,F,170.9,56.3,gym_floor,cross_trainers,0,12.94,Average,1704212790000,0.49,-0.76,9.05,0.38,0.306,0.494,3.25,3.16,3.05,3.49,3.65,3.09,168.0,3.4,502.0,0.42,1.76,0.88,207.0,0.3,6.2,9.9,9.1,86.0,127.0,22.0,forefoot,204.0,68.0,126.0,105.0
SH4435,P435,28,M,180.0,61.2,grass,turf_shoes,0,12.38,Good,1704212820000,-0.18,-0.84,9.42,0.125,0.323,0.703,2.87,3.27,2.88,3.35,2.61,3.23,149.0,4.2,581.0,0.54,1.6,0.92,245.0,0.21,8.9,6.5,8.7,82.0,120.0,18.0,forefoot,121.0,80.0,152.0,130.0
SH4436,P436,15,M,171.9,69.1,rubberized_floor,running_shoes,0,12.06,Good,1704212850000,-0.21,0.71,9.58,-0.296,0.281,0.615,3.0,3.08,3.01,2.97,3.73,3.32,147.0,4.5,620.0,0.54,1.86,1.34,283.0,0.11,7.0,9.2,7.1,93.0,107.0,13.0,heel,345.0,74.0,134.0,113.0
SH4437,P437,15,F,169.9,56.9,concrete,cross_trainers,0,14.59,Below Average,1704212880000,-0.16,1.35,8.9,-0.737,0.081,-0.511,3.45,3.4,3.48,4.25,2.55,2.74,172.0,4.3,664.0,0.27,1.7,0.93,286.0,0.36,6.7,9.8,9.4,91.0,108.0,21.0,forefoot,117.0,63.0,117.0,96.0
SH4438,P438,24,F,156.5,45.0,gym_floor,basketball_shoes,0,13.8,Below Average,1704212910000,-0.24,-0.24,9.29,-0.01,0.343,0.103,3.71,3.52,3.18,3.4,3.27,2.9,170.0,3.3,528.0,0.53,1.79,1.23,238.0,0.25,8.8,7.0,10.0,88.0,87.0,23.0,midfoot,124.0,71.0,146.0,113.0
SH4439,P439,32,F,164.9,80.4,synthetic_track,turf_shoes,0,14.57,Below Average,1704212940000,-1.59,0.61,9.9,-0.797,-0.151,0.537,3.37,3.82,3.55,3.82,2.35,2.75,145.0,4.3,673.0,0.36,1.77,0.99,178.0,0.13,9.1,8.9,9.8,95.0,118.0,10.0,midfoot,150.0,70.0,148.0,123.0
SH4440,P440,32,M,175.1,53.5,gym_floor,basketball_shoes,0,13.06,Average,1704212970000,1.55,-0.92,9.53,-0.237,0.353,-0.104,3.62,3.36,3.5,2.57,2.73,3.06,156.0,3.9,632.0,0.19,1.24,0.89,204.0,0.23,8.9,9.5,6.2,76.0,84.0,13.0,forefoot,108.0,71.0,141.0,122.0
SH4441,P441,19,F,150.0,50.3,gym_floor,turf_shoes,0,13.01,Average,1704213000000,1.32,-0.72,10.48,-0.036,0.462,-0.99,3.36,3.08,3.31,3.26,3.49,3.08,147.0,4.1,659.0,0.27,1.8,1.38,212.0,0.33,6.5,8.1,8.6,91.0,112.0,16.0,midfoot,136.0,72.0,122.0,88.0
SH4442,P442,15,F,155.1,67.4,concrete,turf_shoes,0,14.99,Below Average,1704213030000,-1.05,0.05,8.94,0.449,-0.024,-0.858,4.13,3.59,3.55,3.73,2.32,2.67,150.0,4.0,501.0,0.44,1.72,0.99,198.0,0.1,6.1,8.6,9.6,71.0,113.0,21.0,midfoot,269.0,78.0,148.0,129.0
SH4443,P443,27,M,167.8,80.6,gym_floor,basketball_shoes,0,13.67,Below Average,1704213060000,0.63,0.78,10.12,0.757,0.263,0.849,3.04,3.59,3.27,3.77,3.44,2.93,167.0,4.2,469.0,0.39,1.98,1.3,237.0,0.32,9.3,9.2,9.0,81.0,106.0,17.0,forefoot,396.0,70.0,140.0,114.0
SH4444,P444,34,F,157.7,68.2,concrete,spikes,0,14.98,Below Average,1704213090000,0.8,1.03,10.33,0.319,-0.3,0.854,4.19,3.87,3.91,3.01,2.24,2.67,173.0,3.1,382.0,0.31,1.88,1.25,210.0,0.38,6.5,9.8,9.3,88.0,89.0,14.0,forefoot,381.0,69.0,130.0,111.0
SH4445,P445,23,F,155.6,48.3,concrete,turf_shoes,0,12.62,Average,1704213120000,-0.66,0.17,9.01,-0.73,0.047,-0.295,3.26,3.38,3.18,2.8,3.13,3.17,167.0,3.1,642.0,0.13,1.27,1.32,280.0,0.08,6.7,6.8,6.2,84.0,101.0,13.0,midfoot,208.0,61.0,109.0,85.0
